XK	{(13059_2015_Article_679.PMC4495646.pdf.txt),(13059_2015_Article_722.PMC4570686.pdf.txt)}
XM	{(13059_2015_Article_590.PMC4342793.pdf.txt),(13059_2015_Article_608.PMC4375924.pdf.txt),(13059_2015_Article_694.PMC4506430.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt),(13059_2015_Article_827.PMC4659173.pdf.txt)}
XS	{(13059_2015_Article_593.PMC4410476.pdf.txt),(13059_2015_Article_666.PMC4457086.pdf.txt),(13059_2015_Article_711.PMC4511969.pdf.txt),(13059_2015_Article_747.PMC4549078.pdf.txt),(13059_2015_Article_758.PMC4574535.pdf.txt),(13059_2015_Article_760.PMC4587738.pdf.txt),(13059_2015_Article_797.PMC4619081.pdf.txt)}
ABO	{(13059_2015_Article_607.PMC4358723.pdf.txt),(13059_2015_Article_755.PMC4571124.pdf.txt)}
ABR	{(13059_2014_Article_569.PMC4301800.pdf.txt)}
ACE	{(13059_2015_Article_584.PMC4350614.pdf.txt)}
ACR	{(13059_2015_Article_629.PMC4403723.pdf.txt)}
ACT	{(13059_2015_Article_583.PMC4342872.pdf.txt),(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_643.PMC4407387.pdf.txt),(13059_2015_Article_665.PMC4443510.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt)}
ADA	{(13059_2014_Article_575.PMC4326501.pdf.txt)}
ADK	{(13059_2015_Article_774.PMC4591629.pdf.txt)}
ADO	{(13059_2015_Article_616.PMC4373516.pdf.txt)}
AFA	{(13059_2015_Article_588.PMC4310197.pdf.txt),(13059_2015_Article_685.PMC4474455.pdf.txt),(13059_2015_Article_729.PMC4556409.pdf.txt),(13059_2015_Article_772.PMC4590697.pdf.txt)}
AFM	{(13059_2015_Article_584.PMC4350614.pdf.txt),(13059_2015_Article_655.PMC4432964.pdf.txt),(13059_2015_Article_825.PMC4668643.pdf.txt)}
AGA	{(13059_2014_Article_570.PMC4311508.pdf.txt),(13059_2015_Article_641.PMC4425911.pdf.txt)}
AGL	{(13059_2015_Article_605.PMC4380107.pdf.txt)}
AGT	{(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_675.PMC4471934.pdf.txt),(13059_2015_Article_774.PMC4591629.pdf.txt),(13059_2015_Article_786.PMC4591068.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt)}
AHR	{(13059_2015_Article_633.PMC4425883.pdf.txt),(13059_2015_Article_684.PMC4487847.pdf.txt)}
AIC	{(13059_2015_Article_708.PMC4514447.pdf.txt)}
AIR	{(13059_2015_Article_586.PMC4369099.pdf.txt)}
AK1	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK2	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK3	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK4	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK5	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK6	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK7	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK8	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
AK9	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
ALK	{(13059_2014_Article_558.PMC4300615.pdf.txt),(13059_2015_Article_636.PMC4450998.pdf.txt),(13059_2015_Article_692.PMC4506401.pdf.txt),(13059_2015_Article_718.PMC4531802.pdf.txt)}
AMH	{(13059_2015_Article_827.PMC4659173.pdf.txt)}
AOS	{(13059_2015_Article_735.PMC4566308.pdf.txt)}
APC	{(13059_2015_Article_588.PMC4310197.pdf.txt),(13059_2015_Article_589.PMC4365969.pdf.txt),(13059_2015_Article_701.PMC4507327.pdf.txt),(13059_2015_Article_739.PMC4576406.pdf.txt),(13059_2015_Article_755.PMC4571124.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt)}
APP	{(13059_2015_Article_760.PMC4587738.pdf.txt)}
ARC	{(13059_2015_Article_584.PMC4350614.pdf.txt),(13059_2015_Article_605.PMC4380107.pdf.txt)}
ATD	{(13059_2015_Article_776.PMC4601135.pdf.txt)}
ATR	{(13059_2015_Article_779.PMC4587777.pdf.txt)}
AXL	{(13059_2015_Article_619.PMC4376074.pdf.txt)}
B2M	{(13059_2015_Article_605.PMC4380107.pdf.txt),(13059_2015_Article_696.PMC4492089.pdf.txt),(13059_2015_Article_817.PMC4657203.pdf.txt)}
BAX	{(13059_2015_Article_736.PMC4562119.pdf.txt)}
BED	{(13059_2014_Article_560.PMC4310165.pdf.txt),(13059_2014_Article_573.PMC4305236.pdf.txt),(13059_2014_Article_577.PMC4333267.pdf.txt),(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_595.PMC4342165.pdf.txt),(13059_2015_Article_616.PMC4373516.pdf.txt),(13059_2015_Article_698.PMC4546214.pdf.txt),(13059_2015_Article_702.PMC4511015.pdf.txt),(13059_2015_Article_748.PMC4574115.pdf.txt),(13059_2015_Article_797.PMC4619081.pdf.txt)}
BLK	{(13059_2015_Article_781.PMC4599205.pdf.txt)}
BLM	{(13059_2015_Article_661.PMC4443654.pdf.txt)}
BTD	{(13059_2015_Article_780.PMC4618389.pdf.txt)}
C1R	{(13059_2015_Article_630.PMC4399757.pdf.txt)}
C1S	{(13059_2015_Article_630.PMC4399757.pdf.txt)}
CA1	{(13059_2015_Article_815.PMC4667491.pdf.txt)}
CA2	{(13059_2014_Article_561.PMC4290566.pdf.txt)}
CA3	{(13059_2015_Article_815.PMC4667491.pdf.txt)}
CA9	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
CAT	{(13059_2014_Article_570.PMC4311508.pdf.txt),(13059_2015_Article_623.PMC4414376.pdf.txt),(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt)}
CBL	{(13059_2015_Article_700.PMC4531541.pdf.txt)}
CBS	{(13059_2015_Article_617.PMC4396974.pdf.txt),(13059_2015_Article_827.PMC4659173.pdf.txt)}
CCK	{(13059_2015_Article_794.PMC4612416.pdf.txt)}
CCS	{(13059_2015_Article_729.PMC4556409.pdf.txt)}
CCT	{(13059_2014_Article_566.PMC4305242.pdf.txt),(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_770.PMC4571075.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt)}
CD4	{(13059_2015_Article_584.PMC4350614.pdf.txt),(13059_2015_Article_591.PMC4396973.pdf.txt),(13059_2015_Article_596.PMC4342890.pdf.txt),(13059_2015_Article_620.PMC4377852.pdf.txt),(13059_2015_Article_739.PMC4576406.pdf.txt),(13059_2015_Article_812.PMC4634740.pdf.txt)}
CEL	{(13059_2014_Article_578.PMC4373106.pdf.txt),(13059_2015_Article_614.PMC4404278.pdf.txt),(13059_2015_Article_640.PMC4464704.pdf.txt),(13059_2015_Article_679.PMC4495646.pdf.txt)}
CFB	{(13059_2015_Article_637.PMC4414286.pdf.txt)}
CFH	{(13059_2015_Article_785.PMC4595211.pdf.txt)}
CFI	{(13059_2015_Article_637.PMC4414286.pdf.txt)}
CFP	{(13059_2015_Article_580.PMC4354993.pdf.txt)}
CGA	{(13059_2015_Article_689.PMC4469412.pdf.txt)}
CHM	{(13059_2015_Article_698.PMC4546214.pdf.txt)}
CHR	{(13059_2015_Article_614.PMC4404278.pdf.txt),(13059_2015_Article_696.PMC4492089.pdf.txt),(13059_2015_Article_748.PMC4574115.pdf.txt)}
CLC	{(13059_2015_Article_701.PMC4507327.pdf.txt),(13059_2015_Article_724.PMC4539667.pdf.txt)}
CPM	{(13059_2015_Article_732.PMC4556057.pdf.txt),(13059_2015_Article_821.PMC4661937.pdf.txt)}
CPP	{(13059_2015_Article_590.PMC4342793.pdf.txt)}
CR1	{(13059_2014_Article_577.PMC4333267.pdf.txt)}
CRH	{(13059_2015_Article_593.PMC4410476.pdf.txt)}
CRX	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_732.PMC4556057.pdf.txt)}
CSK	{(13059_2015_Article_774.PMC4591629.pdf.txt)}
CTD	{(13059_2015_Article_717.PMC4531811.pdf.txt),(13059_2015_Article_760.PMC4587738.pdf.txt),(13059_2015_Article_797.PMC4619081.pdf.txt)}
DBP	{(13059_2015_Article_584.PMC4350614.pdf.txt),(13059_2015_Article_619.PMC4376074.pdf.txt),(13059_2015_Article_651.PMC4419486.pdf.txt)}
DCC	{(13059_2015_Article_622.PMC4373242.pdf.txt)}
DCK	{(13059_2015_Article_722.PMC4570686.pdf.txt),(13059_2015_Article_758.PMC4574535.pdf.txt)}
DCN	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
DCR	{(13059_2015_Article_750.PMC4561473.pdf.txt)}
DDC	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
DEK	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
DES	{(13059_2015_Article_685.PMC4474455.pdf.txt),(13059_2015_Article_753.PMC4580221.pdf.txt)}
DHS	{(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_732.PMC4556057.pdf.txt),(13059_2015_Article_737.PMC4546161.pdf.txt),(13059_2015_Article_741.PMC4574526.pdf.txt),(13059_2015_Article_797.PMC4619081.pdf.txt)}
DLD	{(13059_2015_Article_711.PMC4511969.pdf.txt)}
DMD	{(13059_2015_Article_825.PMC4668643.pdf.txt)}
DPT	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_675.PMC4471934.pdf.txt)}
DSP	{(13059_2015_Article_617.PMC4396974.pdf.txt)}
DST	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
DWS	{(13059_2014_Article_568.PMC4308918.pdf.txt)}
EBM	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
EBP	{(13059_2015_Article_642.PMC4434584.pdf.txt),(13059_2015_Article_698.PMC4546214.pdf.txt),(13059_2015_Article_835.PMC4669652.pdf.txt)}
EED	{(13059_2015_Article_748.PMC4574115.pdf.txt),(13059_2015_Article_774.PMC4591629.pdf.txt)}
EFS	{(13059_2015_Article_694.PMC4506430.pdf.txt),(13059_2015_Article_770.PMC4571075.pdf.txt),(13059_2015_Article_817.PMC4657203.pdf.txt)}
EGF	{(13059_2015_Article_583.PMC4342872.pdf.txt),(13059_2015_Article_636.PMC4450998.pdf.txt),(13059_2015_Article_656.PMC4443539.pdf.txt),(13059_2015_Article_672.PMC4491874.pdf.txt),(13059_2015_Article_676.PMC4448532.pdf.txt),(13059_2015_Article_687.PMC4477473.pdf.txt)}
ELL	{(13059_2014_Article_568.PMC4308918.pdf.txt),(13059_2015_Article_721.PMC4531804.pdf.txt)}
EMB	{(13059_2015_Article_651.PMC4419486.pdf.txt),(13059_2015_Article_795.PMC4599332.pdf.txt)}
EMD	{(13059_2015_Article_771.PMC4587749.pdf.txt),(13059_2015_Article_815.PMC4667491.pdf.txt)}
EOS	{(13059_2014_Article_558.PMC4300615.pdf.txt)}
EPO	{(13059_2015_Article_724.PMC4539667.pdf.txt)}
EPX	{(13059_2014_Article_569.PMC4301800.pdf.txt)}
ERG	{(13059_2014_Article_558.PMC4300615.pdf.txt),(13059_2015_Article_732.PMC4556057.pdf.txt),(13059_2015_Article_755.PMC4571124.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt)}
F12	{(13059_2015_Article_735.PMC4566308.pdf.txt),(13059_2015_Article_773.PMC4574536.pdf.txt)}
FAP	{(13059_2014_Article_569.PMC4301800.pdf.txt),(13059_2015_Article_625.PMC4389776.pdf.txt),(13059_2015_Article_637.PMC4414286.pdf.txt)}
FAS	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_780.PMC4618389.pdf.txt)}
FES	{(13059_2015_Article_618.PMC4391730.pdf.txt)}
FLG	{(13059_2015_Article_633.PMC4425883.pdf.txt),(13059_2015_Article_670.PMC4464727.pdf.txt)}
FOS	{(13059_2015_Article_668.PMC4460959.pdf.txt),(13059_2015_Article_717.PMC4531811.pdf.txt),(13059_2015_Article_804.PMC4630832.pdf.txt),(13059_2015_Article_827.PMC4659173.pdf.txt)}
FST	{(13059_2015_Article_590.PMC4342793.pdf.txt),(13059_2015_Article_606.PMC4389885.pdf.txt),(13059_2015_Article_712.PMC4546095.pdf.txt),(13059_2015_Article_759.PMC4570153.pdf.txt)}
FTO	{(13059_2014_Article_569.PMC4301800.pdf.txt),(13059_2015_Article_607.PMC4358723.pdf.txt),(13059_2015_Article_609.PMC4336730.pdf.txt),(13059_2015_Article_755.PMC4571124.pdf.txt)}
FUS	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
FYB	{(13059_2015_Article_594.PMC4378455.pdf.txt)}
GAA	{(13059_2014_Article_570.PMC4311508.pdf.txt),(13059_2015_Article_603.PMC4376164.pdf.txt),(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_705.PMC4499915.pdf.txt),(13059_2015_Article_819.PMC4656189.pdf.txt)}
GAL	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
GBA	{(13059_2015_Article_633.PMC4425883.pdf.txt)}
GCA	{(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt)}
GCG	{(13059_2015_Article_641.PMC4425911.pdf.txt),(13059_2015_Article_801.PMC4635978.pdf.txt),(13059_2015_Article_819.PMC4656189.pdf.txt)}
GCY	{(13059_2015_Article_740.PMC4549084.pdf.txt)}
GEM	{(13059_2015_Article_745.PMC4556012.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt),(13059_2015_Article_797.PMC4619081.pdf.txt)}
GER	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
GIF	{(13059_2015_Article_766.PMC4581094.pdf.txt)}
GLA	{(13059_2015_Article_601.PMC4355351.pdf.txt),(13059_2015_Article_606.PMC4389885.pdf.txt),(13059_2015_Article_754.PMC4563886.pdf.txt)}
GNS	{(13059_2015_Article_693.PMC4499193.pdf.txt)}
GP2	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
GP9	{(13059_2015_Article_780.PMC4618389.pdf.txt)}
GPI	{(13059_2015_Article_659.PMC4460960.pdf.txt),(13059_2015_Article_681.PMC4491988.pdf.txt)}
GPT	{(13059_2015_Article_694.PMC4506430.pdf.txt)}
GSS	{(13059_2015_Article_768.PMC4587679.pdf.txt)}
H19	{(13059_2014_Article_576.PMC4334405.pdf.txt),(13059_2015_Article_619.PMC4376074.pdf.txt),(13059_2015_Article_672.PMC4491874.pdf.txt),(13059_2015_Article_728.PMC4539712.pdf.txt),(13059_2015_Article_730.PMC4536798.pdf.txt),(13059_2015_Article_736.PMC4562119.pdf.txt)}
HBB	{(13059_2015_Article_796.PMC4635538.pdf.txt)}
HBZ	{(13059_2015_Article_633.PMC4425883.pdf.txt)}
HCC	{(13059_2015_Article_602.PMC4359439.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt)}
HGF	{(13059_2015_Article_675.PMC4471934.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt)}
HGS	{(13059_2015_Article_698.PMC4546214.pdf.txt),(13059_2015_Article_832.PMC4665721.pdf.txt)}
HK2	{(13059_2015_Article_735.PMC4566308.pdf.txt)}
HK3	{(13059_2015_Article_735.PMC4566308.pdf.txt)}
HLF	{(13059_2015_Article_586.PMC4369099.pdf.txt)}
HLX	{(13059_2015_Article_715.PMC4507317.pdf.txt)}
HPD	{(13059_2015_Article_643.PMC4407387.pdf.txt)}
HPR	{(13059_2015_Article_633.PMC4425883.pdf.txt)}
HRC	{(13059_2015_Article_814.PMC4675067.pdf.txt)}
ID3	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_648.PMC4467049.pdf.txt)}
IL2	{(13059_2015_Article_759.PMC4570153.pdf.txt)}
IL5	{(13059_2014_Article_561.PMC4290566.pdf.txt)}
IL6	{(13059_2014_Article_569.PMC4301800.pdf.txt)}
IL7	{(13059_2015_Article_584.PMC4350614.pdf.txt)}
ILK	{(13059_2014_Article_568.PMC4308918.pdf.txt)}
IPP	{(13059_2015_Article_772.PMC4590697.pdf.txt)}
IS1	{(13059_2015_Article_666.PMC4457086.pdf.txt)}
ITK	{(13059_2014_Article_568.PMC4308918.pdf.txt)}
ITS	{(13059_2015_Article_760.PMC4587738.pdf.txt),(13059_2015_Article_814.PMC4675067.pdf.txt)}
JRK	{(13059_2015_Article_639.PMC4416267.pdf.txt)}
JTB	{(13059_2015_Article_581.PMC4389802.pdf.txt)}
JUN	{(13059_2015_Article_668.PMC4460959.pdf.txt),(13059_2015_Article_717.PMC4531811.pdf.txt)}
KIT	{(13059_2015_Article_657.PMC4440518.pdf.txt),(13059_2015_Article_685.PMC4474455.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt),(13059_2015_Article_825.PMC4668643.pdf.txt)}
KMO	{(13059_2014_Article_569.PMC4301800.pdf.txt)}
LAT	{(13059_2015_Article_716.PMC4566846.pdf.txt),(13059_2015_Article_719.PMC4536608.pdf.txt)}
LBP	{(13059_2014_Article_569.PMC4301800.pdf.txt)}
LBR	{(13059_2015_Article_733.PMC4539689.pdf.txt),(13059_2015_Article_747.PMC4549078.pdf.txt)}
LCH	{(13059_2014_Article_558.PMC4300615.pdf.txt)}
LCT	{(13059_2014_Article_570.PMC4311508.pdf.txt),(13059_2015_Article_759.PMC4570153.pdf.txt)}
LEP	{(13059_2015_Article_652.PMC4419397.pdf.txt)}
LIF	{(13059_2015_Article_618.PMC4391730.pdf.txt),(13059_2015_Article_672.PMC4491874.pdf.txt),(13059_2015_Article_685.PMC4474455.pdf.txt),(13059_2015_Article_695.PMC4474330.pdf.txt),(13059_2015_Article_698.PMC4546214.pdf.txt),(13059_2015_Article_733.PMC4539689.pdf.txt),(13059_2015_Article_760.PMC4587738.pdf.txt)}
LOX	{(13059_2015_Article_580.PMC4354993.pdf.txt)}
LPA	{(13059_2015_Article_670.PMC4464727.pdf.txt),(13059_2015_Article_763.PMC4589031.pdf.txt)}
LPL	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_652.PMC4419397.pdf.txt)}
LPP	{(13059_2015_Article_648.PMC4467049.pdf.txt)}
LSR	{(13059_2015_Article_749.PMC4578845.pdf.txt)}
LSS	{(13059_2015_Article_835.PMC4669652.pdf.txt)}
LTB	{(13059_2015_Article_755.PMC4571124.pdf.txt)}
LTF	{(13059_2015_Article_758.PMC4574535.pdf.txt)}
LXN	{(13059_2015_Article_705.PMC4499915.pdf.txt)}
MAA	{(13059_2015_Article_675.PMC4471934.pdf.txt),(13059_2015_Article_850.PMC4673789.pdf.txt)}
MAF	{(13059_2015_Article_598.PMC4355146.pdf.txt),(13059_2015_Article_606.PMC4389885.pdf.txt),(13059_2015_Article_693.PMC4499193.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt),(13059_2015_Article_712.PMC4546095.pdf.txt),(13059_2015_Article_716.PMC4566846.pdf.txt),(13059_2015_Article_777.PMC4588896.pdf.txt),(13059_2015_Article_785.PMC4595211.pdf.txt),(13059_2015_Article_838.PMC4674939.pdf.txt)}
MAG	{(13059_2015_Article_622.PMC4373242.pdf.txt),(13059_2015_Article_687.PMC4477473.pdf.txt),(13059_2015_Article_746.PMC4578762.pdf.txt)}
MAL	{(13059_2015_Article_747.PMC4549078.pdf.txt)}
MAX	{(13059_2014_Article_561.PMC4290566.pdf.txt),(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_617.PMC4396974.pdf.txt),(13059_2015_Article_661.PMC4443654.pdf.txt),(13059_2015_Article_756.PMC4579611.pdf.txt),(13059_2015_Article_768.PMC4587679.pdf.txt)}
MAZ	{(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_719.PMC4536608.pdf.txt)}
MBP	{(13059_2014_Article_578.PMC4373106.pdf.txt),(13059_2015_Article_629.PMC4403723.pdf.txt)}
MCC	{(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_643.PMC4407387.pdf.txt),(13059_2015_Article_682.PMC4502471.pdf.txt),(13059_2015_Article_694.PMC4506430.pdf.txt)}
MCS	{(13059_2015_Article_587.PMC4305238.pdf.txt),(13059_2015_Article_764.PMC4581417.pdf.txt),(13059_2015_Article_803.PMC4618857.pdf.txt)}
MET	{(13059_2015_Article_591.PMC4396973.pdf.txt),(13059_2015_Article_660.PMC4464629.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt)}
MGP	{(13059_2015_Article_749.PMC4578845.pdf.txt)}
MHB	{(13059_2015_Article_694.PMC4506430.pdf.txt)}
MIA	{(13059_2015_Article_736.PMC4562119.pdf.txt),(13059_2015_Article_776.PMC4601135.pdf.txt)}
MIF	{(13059_2015_Article_614.PMC4404278.pdf.txt)}
MOG	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
MPI	{(13059_2015_Article_619.PMC4376074.pdf.txt),(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_750.PMC4561473.pdf.txt)}
MPL	{(13059_2015_Article_594.PMC4378455.pdf.txt)}
MPO	{(13059_2015_Article_623.PMC4414376.pdf.txt)}
MPZ	{(13059_2015_Article_742.PMC4568590.pdf.txt)}
MSC	{(13059_2015_Article_619.PMC4376074.pdf.txt)}
MSE	{(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_661.PMC4443654.pdf.txt),(13059_2015_Article_679.PMC4495646.pdf.txt),(13059_2015_Article_783.PMC4597449.pdf.txt)}
MT4	{(13059_2015_Article_641.PMC4425911.pdf.txt)}
MUT	{(13059_2015_Article_657.PMC4440518.pdf.txt)}
MVD	{(13059_2015_Article_835.PMC4669652.pdf.txt)}
MVK	{(13059_2015_Article_835.PMC4669652.pdf.txt)}
MVP	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
MX1	{(13059_2015_Article_675.PMC4471934.pdf.txt)}
MX2	{(13059_2014_Article_568.PMC4308918.pdf.txt)}
MYB	{(13059_2015_Article_593.PMC4410476.pdf.txt),(13059_2015_Article_696.PMC4492089.pdf.txt),(13059_2015_Article_719.PMC4536608.pdf.txt),(13059_2015_Article_735.PMC4566308.pdf.txt),(13059_2015_Article_770.PMC4571075.pdf.txt),(13059_2015_Article_838.PMC4674939.pdf.txt)}
MYC	{(13059_2014_Article_568.PMC4308918.pdf.txt),(13059_2015_Article_581.PMC4389802.pdf.txt),(13059_2015_Article_612.PMC4381444.pdf.txt),(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_636.PMC4450998.pdf.txt),(13059_2015_Article_648.PMC4467049.pdf.txt),(13059_2015_Article_657.PMC4440518.pdf.txt),(13059_2015_Article_661.PMC4443654.pdf.txt),(13059_2015_Article_668.PMC4460959.pdf.txt),(13059_2015_Article_692.PMC4506401.pdf.txt),(13059_2015_Article_696.PMC4492089.pdf.txt),(13059_2015_Article_736.PMC4562119.pdf.txt),(13059_2015_Article_755.PMC4571124.pdf.txt),(13059_2015_Article_756.PMC4579611.pdf.txt)}
NBN	{(13059_2015_Article_719.PMC4536608.pdf.txt)}
NEB	{(13059_2015_Article_606.PMC4389885.pdf.txt),(13059_2015_Article_616.PMC4373516.pdf.txt),(13059_2015_Article_653.PMC4414275.pdf.txt),(13059_2015_Article_672.PMC4491874.pdf.txt),(13059_2015_Article_680.PMC4465146.pdf.txt),(13059_2015_Article_681.PMC4491988.pdf.txt),(13059_2015_Article_684.PMC4487847.pdf.txt),(13059_2015_Article_685.PMC4474455.pdf.txt),(13059_2015_Article_690.PMC4506483.pdf.txt),(13059_2015_Article_698.PMC4546214.pdf.txt),(13059_2015_Article_728.PMC4539712.pdf.txt),(13059_2015_Article_746.PMC4578762.pdf.txt),(13059_2015_Article_749.PMC4578845.pdf.txt),(13059_2015_Article_753.PMC4580221.pdf.txt),(13059_2015_Article_766.PMC4581094.pdf.txt),(13059_2015_Article_769.PMC4582738.pdf.txt),(13059_2015_Article_777.PMC4588896.pdf.txt),(13059_2015_Article_796.PMC4635538.pdf.txt),(13059_2015_Article_802.PMC4635527.pdf.txt),(13059_2015_Article_817.PMC4657203.pdf.txt),(13059_2015_Article_818.PMC4653880.pdf.txt),(13059_2015_Article_826.PMC4663725.pdf.txt)}
NES	{(13059_2015_Article_593.PMC4410476.pdf.txt),(13059_2015_Article_620.PMC4377852.pdf.txt),(13059_2015_Article_692.PMC4506401.pdf.txt),(13059_2015_Article_739.PMC4576406.pdf.txt)}
NF1	{(13059_2015_Article_649.PMC4427927.pdf.txt),(13059_2015_Article_694.PMC4506430.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt),(13059_2015_Article_794.PMC4612416.pdf.txt)}
NHS	{(13059_2015_Article_600.PMC4365767.pdf.txt),(13059_2015_Article_750.PMC4561473.pdf.txt),(13059_2015_Article_759.PMC4570153.pdf.txt)}
NOG	{(13059_2015_Article_646.PMC4428241.pdf.txt),(13059_2015_Article_692.PMC4506401.pdf.txt)}
NRL	{(13059_2015_Article_630.PMC4399757.pdf.txt),(13059_2015_Article_732.PMC4556057.pdf.txt)}
NSF	{(13059_2014_Article_577.PMC4333267.pdf.txt),(13059_2015_Article_586.PMC4369099.pdf.txt),(13059_2015_Article_603.PMC4376164.pdf.txt),(13059_2015_Article_606.PMC4389885.pdf.txt),(13059_2015_Article_611.PMC4389708.pdf.txt),(13059_2015_Article_689.PMC4469412.pdf.txt),(13059_2015_Article_700.PMC4531541.pdf.txt),(13059_2015_Article_841.PMC4674991.pdf.txt)}
NTS	{(13059_2015_Article_675.PMC4471934.pdf.txt),(13059_2015_Article_719.PMC4536608.pdf.txt)}
OGN	{(13059_2015_Article_630.PMC4399757.pdf.txt)}
OGT	{(13059_2015_Article_605.PMC4380107.pdf.txt),(13059_2015_Article_698.PMC4546214.pdf.txt)}
PAM	{(13059_2014_Article_579.PMC4365533.pdf.txt),(13059_2015_Article_680.PMC4465146.pdf.txt),(13059_2015_Article_784.PMC4629399.pdf.txt),(13059_2015_Article_790.PMC4620651.pdf.txt),(13059_2015_Article_799.PMC4641396.pdf.txt),(13059_2015_Article_816.PMC4638107.pdf.txt),(13059_2015_Article_817.PMC4657203.pdf.txt),(13059_2015_Article_818.PMC4653880.pdf.txt),(13059_2015_Article_823.PMC4661947.pdf.txt),(13059_2015_Article_824.PMC4647450.pdf.txt),(13059_2015_Article_826.PMC4663725.pdf.txt)}
PCS	{(13059_2015_Article_603.PMC4376164.pdf.txt)}
